ORDER_ID,CUSTOMER_ID,RESTAURANT_ID,COUPON_ID,ORDER_TIMESTAMP,DELIVERY_FEE,SUB_TOTAL_AMOUNT,DISCOUNT_AMOUNT,COMMISSION_REVENUE,PAYMENT_PROCESSING_FEE,TOTAL_AMOUNT,ORDER_RATING
O0003268,C02378,R0302,,2025-06-10,53.02,4706.97,0.00,1021.41,119.00,4759.99,3.94
O0003269,C02370,R0875,,2025-07-09,128.40,3396.50,0.00,930.64,88.12,3524.90,2.25
O0003270,C03210,R0739,CP024,2025-03-30,136.56,3724.96,931.24,897.72,73.26,2930.28,4.25
O0003271,C01512,R0711,,2025-02-18,116.69,1259.48,0.00,414.37,34.40,1376.17,4.79
O0003272,C04235,R0468,,2025-07-25,118.59,3378.21,0.00,1158.73,87.42,3496.80,4.81
O0003273,C06717,R0837,,2025-06-28,74.97,519.60,0.00,155.88,14.86,594.57,3.71
O0003274,C07808,R0432,,2025-03-31,46.82,4265.13,0.00,1258.21,107.80,4311.95,4.01
O0003275,C02121,R0006,,2025-04-24,61.49,1816.76,0.00,490.53,46.96,1878.25,
O0003276,C00285,R0600,,2025-10-20,44.44,1244.57,0.00,428.13,32.23,1289.01,2.93
O0003277,C01171,R0584,,2025-08-18,74.69,1527.04,0.00,328.31,40.04,1601.73,4.45
O0003278,C06513,R0757,,2025-02-01,95.60,5320.12,0.00,1542.83,135.39,5415.72,2.16
O0003279,C06263,R0134,,2025-07-24,136.66,5085.84,0.00,1703.76,130.56,5222.50,
O0003280,C04676,R0510,,2025-05-10,87.75,3639.95,0.00,1142.94,93.19,3727.70,2.62
O0003281,C02528,R0437,CP088,2025-06-26,75.78,4351.77,435.18,1462.19,99.81,3992.37,2.06
O0003282,C07149,R0102,,2025-02-06,49.57,1607.98,0.00,498.47,41.44,1657.55,
O0003283,C07963,R0433,,2025-03-15,109.93,1195.53,0.00,393.33,32.64,1305.46,
O0003284,C05983,R0394,,2025-07-06,70.13,4576.93,0.00,1469.19,116.18,4647.06,3.52
O0003285,C05940,R0536,,2025-04-26,31.12,4433.55,0.00,1143.86,111.62,4464.67,2.66
O0003286,C09886,R0336,,2025-05-06,65.76,5546.26,0.00,1569.59,140.30,5612.02,4.10
O0003287,C06575,R0362,,2025-10-24,98.91,861.08,0.00,210.10,24.00,959.99,2.45
O0003288,C05313,R0919,,2025-10-15,37.69,4326.29,0.00,1207.03,109.10,4363.98,3.26
O0003289,C01697,R0355,CP091,2024-12-30,112.20,2685.93,537.19,566.73,56.52,2260.94,
O0003290,C02352,R0119,,2025-04-26,59.74,4183.54,0.00,1347.10,106.08,4243.28,2.71
O0003291,C09856,R0790,,2025-05-28,89.58,534.58,0.00,127.76,15.60,624.16,
O0003292,C07535,R0236,,2025-10-08,47.47,1760.87,0.00,540.59,45.21,1808.34,2.26
O0003293,C06322,R0957,,2025-03-20,108.12,3714.32,0.00,1222.01,95.56,3822.44,4.95
O0003294,C08427,R0731,,2025-01-26,116.39,186.87,0.00,58.86,7.58,303.26,
O0003295,C02999,R0017,CP044,2024-12-27,126.39,2608.81,391.32,563.50,58.60,2343.88,2.76
O0003296,C01798,R0723,,2025-02-20,117.45,3800.05,0.00,877.81,97.94,3917.50,1.97
O0003297,C01385,R0290,,2025-07-06,118.14,1107.70,0.00,338.96,30.65,1225.84,3.44
O0003298,C04363,R0261,CP042,2025-08-11,114.55,4668.43,1400.53,1321.17,84.56,3382.45,2.03
O0003299,C06072,R0899,,2025-01-07,87.06,4161.45,0.00,898.87,106.21,4248.51,4.28
O0003300,C01325,R0415,,2025-03-31,60.04,5069.75,0.00,1647.67,128.24,5129.79,
O0003301,C02357,R0209,,2025-02-08,132.69,4151.28,0.00,1428.04,107.10,4283.97,1.37
O0003302,C01991,R0267,,2025-10-09,122.60,1284.04,0.00,419.88,35.17,1406.64,4.21
O0003303,C07035,R0063,,2025-01-02,120.80,3533.26,0.00,1091.78,91.35,3654.06,2.11
O0003304,C06746,R0468,,2025-03-23,101.18,3385.68,0.00,1161.29,87.17,3486.86,4.52
O0003305,C00852,R0173,,2025-08-15,33.97,4237.27,0.00,1483.04,106.78,4271.24,4.93
O0003306,C07532,R0342,,2024-11-09,110.44,2472.80,0.00,561.33,64.58,2583.24,
O0003307,C05781,R0883,,2025-04-17,62.97,1769.89,0.00,592.91,45.82,1832.86,
O0003308,C05994,R0510,,2025-09-09,31.63,2715.15,0.00,852.56,68.67,2746.78,3.13
O0003309,C07093,R0493,CP002,2025-02-25,135.75,5808.82,1161.76,1777.50,119.57,4782.81,
O0003310,C02348,R0435,,2024-12-26,65.91,5553.48,0.00,1399.48,140.48,5619.39,3.15
O0003311,C03025,R0213,CP038,2024-11-17,94.14,3867.97,966.99,1346.05,74.88,2995.12,
O0003312,C01554,R0356,,2025-04-28,102.58,2685.47,0.00,913.06,69.70,2788.05,
O0003313,C06125,R0620,CP031,2025-04-09,124.22,4921.50,984.30,994.14,101.54,4061.42,2.78
O0003314,C03639,R0398,,2025-08-04,110.82,835.28,0.00,285.67,23.65,946.10,1.27
O0003315,C05156,R0542,,2025-10-08,87.22,4444.76,0.00,1413.43,113.30,4531.98,4.15
O0003316,C09391,R0196,,2025-05-30,62.08,337.90,0.00,79.07,10.00,399.98,3.75
O0003317,C01436,R0673,,2025-09-27,97.87,297.33,0.00,102.88,9.88,395.20,1.94
O0003318,C04023,R0096,,2025-01-28,84.39,2644.09,0.00,690.11,68.21,2728.48,2.36
O0003319,C09499,R0861,,2025-04-06,129.21,5979.37,0.00,1375.26,152.71,6108.58,3.06
O0003320,C08455,R0628,,2024-12-19,59.21,3149.67,0.00,973.25,80.22,3208.88,2.71
O0003321,C07079,R0884,,2025-09-23,89.01,2897.52,0.00,593.99,74.66,2986.53,
O0003322,C03944,R0064,,2025-07-02,115.06,4837.45,0.00,1359.32,123.81,4952.51,2.81
O0003323,C09692,R0345,,2025-03-18,49.14,3447.20,0.00,706.68,87.41,3496.34,
O0003324,C00234,R0877,CP084,2025-01-20,52.04,3804.60,190.23,935.93,91.66,3666.41,2.45
O0003325,C07729,R0741,,2025-04-07,136.09,4958.61,0.00,991.72,127.37,5094.70,
O0003326,C01567,R0899,,2025-04-13,147.18,2465.50,0.00,532.55,65.32,2612.68,
O0003327,C00593,R0414,,2025-10-10,71.55,2857.42,0.00,951.52,73.22,2928.97,2.29
O0003328,C00993,R0045,,2025-04-12,65.38,1558.75,0.00,442.68,40.60,1624.13,2.76
O0003329,C04097,R0881,,2025-04-28,89.45,1951.40,0.00,476.14,51.02,2040.85,1.10
O0003330,C09757,R0577,,2025-08-12,39.55,3965.20,0.00,832.69,100.12,4004.75,4.84
O0003331,C02025,R0360,,2025-04-25,125.54,362.00,0.00,95.21,12.19,487.54,
O0003332,C09365,R0440,,2025-04-22,85.65,6679.12,0.00,2304.30,169.12,6764.77,
O0003333,C06255,R0105,,2025-03-31,51.48,445.12,0.00,119.74,12.42,496.60,1.09
O0003334,C09011,R0213,,2025-04-30,92.28,3995.01,0.00,1390.26,102.18,4087.29,4.45
O0003335,C07946,R0286,,2025-03-22,135.23,2425.54,0.00,708.26,64.02,2560.77,3.88
O0003336,C04507,R0905,,2025-03-12,133.04,914.10,0.00,256.86,26.18,1047.14,4.27
O0003337,C00971,R0460,CP021,2025-03-07,40.13,3150.31,630.06,894.69,64.01,2560.38,4.56
O0003338,C04642,R0180,,2025-07-17,41.60,3144.36,0.00,1056.50,79.65,3185.96,4.86
O0003339,C09657,R0037,,2025-04-04,48.90,3603.64,0.00,753.16,91.31,3652.54,1.28
O0003340,C08639,R0329,,2024-12-22,106.40,1670.84,0.00,382.62,44.43,1777.24,2.45
O0003341,C09935,R0643,,2025-08-08,76.03,2538.92,0.00,873.39,65.37,2614.95,4.95
O0003342,C05942,R0193,,2025-05-25,138.58,1442.34,0.00,295.68,39.52,1580.92,2.77
O0003343,C02518,R0565,,2025-01-19,52.16,2874.31,0.00,675.46,73.16,2926.47,2.02
O0003344,C09891,R0792,,2025-02-04,144.88,6865.94,0.00,1613.50,175.27,7010.82,3.58
O0003345,C08696,R0431,,2025-01-24,135.93,2580.23,0.00,670.86,67.90,2716.16,
O0003346,C08755,R0025,,2025-08-04,34.24,4784.74,0.00,1052.64,120.47,4818.98,1.31
O0003347,C03414,R0553,,2025-01-14,96.49,2871.49,0.00,815.50,74.20,2967.98,2.18
O0003348,C06247,R0548,,2025-06-09,117.94,2255.84,0.00,708.33,59.34,2373.78,
O0003349,C06232,R0951,,2025-01-15,49.82,2304.42,0.00,781.20,58.86,2354.24,4.41
O0003350,C02834,R0431,,2025-10-06,60.61,1035.57,0.00,269.25,27.40,1096.18,3.06
O0003351,C08200,R0934,,2025-08-11,134.16,4245.36,0.00,1422.20,109.49,4379.52,4.12
O0003352,C05114,R0813,CP088,2025-07-15,119.00,4608.30,460.83,1345.62,106.66,4266.47,
O0003353,C03022,R0091,,2025-09-01,146.88,4194.88,0.00,1464.01,108.54,4341.76,
O0003354,C04201,R0947,,2025-06-29,143.97,2260.65,0.00,569.68,60.12,2404.62,2.33
O0003355,C01966,R0094,CP059,2025-03-22,87.23,3022.16,302.22,664.88,70.18,2807.17,4.15
O0003356,C05142,R0778,,2025-10-16,49.36,3903.78,0.00,1245.31,98.83,3953.14,1.28
O0003357,C02144,R0356,,2025-04-29,75.39,2672.91,0.00,908.79,68.71,2748.30,2.45
O0003358,C06583,R0747,,2025-06-01,47.04,3100.15,0.00,1023.05,78.68,3147.19,4.00
O0003359,C01465,R0551,,2025-10-01,30.86,1984.56,0.00,500.11,50.39,2015.42,
O0003360,C03956,R0611,,2025-08-24,135.30,2994.81,0.00,838.55,78.25,3130.11,3.02
O0003361,C07472,R0039,,2025-09-04,144.76,3330.82,0.00,992.58,86.89,3475.58,2.36
O0003362,C05166,R0959,,2025-04-08,148.31,2677.59,0.00,709.56,70.65,2825.90,1.59
O0003363,C05870,R0841,CP058,2025-03-26,35.25,1260.04,189.01,388.09,27.66,1106.28,2.40
O0003364,C07004,R0173,,2025-07-09,127.85,5711.27,0.00,1998.94,145.98,5839.12,1.70
O0003365,C02841,R0967,,2025-02-28,98.67,6125.27,0.00,1610.95,155.60,6223.94,4.85
O0003366,C01730,R0108,,2025-01-22,129.51,1508.84,0.00,356.09,40.96,1638.35,
O0003367,C06249,R0001,,2025-04-02,123.29,3918.78,0.00,1058.07,101.05,4042.07,2.05
O0003368,C05393,R0156,,2024-12-25,58.10,1791.18,0.00,467.50,46.23,1849.28,2.29
O0003369,C00340,R0205,,2025-05-02,102.66,2161.56,0.00,646.31,56.61,2264.22,1.48
O0003370,C02624,R0820,,2024-12-13,72.95,2750.92,0.00,621.71,70.60,2823.87,2.60
O0003371,C05309,R0876,,2025-05-30,99.44,5874.63,0.00,1398.16,149.35,5974.07,2.75
O0003372,C03245,R0340,,2025-07-12,53.29,1615.29,0.00,394.13,41.71,1668.58,1.87
O0003373,C02506,R0963,,2025-04-25,57.12,4989.65,0.00,1182.55,126.17,5046.77,3.60
O0003374,C04300,R0140,CP073,2025-02-25,72.91,3817.28,1145.18,1068.84,68.63,2745.01,3.48
O0003375,C08678,R0129,,2025-10-18,65.79,2633.97,0.00,637.42,67.49,2699.76,2.93
O0003376,C02091,R0759,,2025-09-20,115.86,1673.97,0.00,440.25,44.75,1789.83,2.32
O0003377,C04870,R0741,,2025-08-28,55.33,2041.60,0.00,408.32,52.42,2096.93,4.70
O0003378,C05309,R0833,CP027,2025-10-04,115.48,4988.38,2494.19,1356.84,65.24,2609.67,3.34
O0003379,C04629,R0484,,2025-07-01,136.59,991.88,0.00,228.13,28.21,1128.47,
O0003380,C03718,R0103,,2025-04-10,106.89,1498.53,0.00,355.15,40.14,1605.42,
O0003381,C01482,R0885,,2024-11-20,109.96,1611.12,0.00,475.28,43.03,1721.08,1.62
O0003382,C06688,R0996,,2025-01-17,130.81,5469.22,0.00,1432.94,140.00,5600.03,1.39
O0003383,C04552,R0961,,2025-01-24,94.91,4132.11,0.00,1181.78,105.68,4227.02,
O0003384,C05222,R0210,,2025-03-12,146.76,487.89,0.00,107.34,15.87,634.65,1.36
O0003385,C09787,R0775,CP024,2025-06-03,131.82,733.92,183.48,205.50,17.06,682.26,3.50
O0003386,C02695,R0511,CP092,2025-10-12,37.39,2974.03,1487.02,808.94,38.11,1524.40,2.02
O0003387,C07350,R0618,,2024-12-31,125.09,932.20,0.00,283.39,26.43,1057.29,4.38
O0003388,C03589,R0756,,2025-07-15,125.45,2234.43,0.00,589.89,59.00,2359.88,3.12
O0003389,C02292,R0281,,2025-03-30,138.25,997.72,0.00,302.31,28.40,1135.97,2.11
O0003390,C04571,R0754,,2025-10-30,108.74,727.86,0.00,241.65,20.92,836.60,2.07
O0003391,C06385,R0371,,2025-05-20,39.18,1794.34,0.00,416.29,45.84,1833.52,3.61
O0003392,C03207,R0470,,2025-04-17,66.71,1583.71,0.00,487.78,41.26,1650.42,2.70
O0003393,C02997,R0665,,2025-01-10,32.75,3971.19,0.00,1203.27,100.10,4003.94,4.74
O0003394,C02503,R0302,CP053,2025-04-22,91.08,1554.80,233.22,337.39,35.32,1412.66,3.82
O0003395,C08512,R0280,CP021,2024-11-10,55.48,3058.22,611.64,828.78,62.55,2502.06,2.57
O0003396,C08608,R0249,,2025-07-28,134.16,1694.80,0.00,496.58,45.72,1828.96,1.90
O0003397,C05496,R0691,,2025-01-20,119.72,3063.17,0.00,848.50,79.57,3182.89,1.63
O0003398,C03051,R0904,,2025-03-30,134.87,2615.19,0.00,700.87,68.75,2750.06,
O0003399,C02242,R0421,,2025-06-09,64.50,3309.65,0.00,1025.99,84.35,3374.15,4.79
O0003400,C02492,R0225,,2025-07-18,34.85,1977.19,0.00,561.52,50.30,2012.04,1.01
O0003401,C04902,R0025,,2025-01-06,107.79,819.09,0.00,180.20,23.17,926.88,
O0003402,C03157,R0440,,2025-02-15,107.35,4437.23,0.00,1530.84,113.61,4544.58,1.76
O0003403,C01380,R0925,,2025-08-17,71.64,703.63,0.00,152.69,19.38,775.27,2.69
O0003404,C08342,R0766,,2025-07-23,115.69,5347.89,0.00,1433.23,136.59,5463.58,
O0003405,C07742,R0357,CP072,2025-06-07,76.07,2530.84,1265.42,771.91,33.54,1341.49,4.08
O0003406,C05175,R0774,,2025-08-26,40.39,3894.12,0.00,1164.34,98.36,3934.51,2.97
O0003407,C03905,R0034,CP009,2024-12-31,132.98,6030.35,1206.07,2044.29,123.93,4957.26,1.41
O0003408,C06899,R0638,,2025-07-08,41.94,4275.12,0.00,957.63,107.93,4317.06,3.33
O0003409,C03374,R0708,,2025-04-06,63.46,2900.96,0.00,629.51,74.11,2964.42,4.86
O0003410,C07010,R0447,,2025-06-12,89.56,4270.17,0.00,1396.35,108.99,4359.73,2.73
O0003411,C01069,R0523,,2025-08-31,41.21,5370.17,0.00,1117.00,135.28,5411.38,3.79
O0003412,C03930,R0164,,2025-09-08,49.78,3856.86,0.00,1006.64,97.67,3906.64,3.57
O0003413,C00688,R0254,CP066,2025-01-16,91.30,4210.04,1052.51,892.53,81.22,3248.83,1.46
O0003414,C01675,R0798,,2024-12-29,44.08,2470.00,0.00,535.99,62.85,2514.08,1.79
O0003415,C07870,R0496,,2025-04-09,146.22,3331.82,0.00,902.92,86.95,3478.04,2.83
O0003416,C09543,R0781,,2025-03-03,43.88,510.09,0.00,119.87,13.85,553.97,3.61
O0003417,C09487,R0560,,2025-05-01,61.02,785.54,0.00,258.44,21.16,846.56,4.26
O0003418,C04825,R0179,,2025-02-04,85.02,724.06,0.00,153.50,20.23,809.08,2.47
O0003419,C09228,R0339,,2025-10-04,73.30,4364.16,0.00,1086.68,110.94,4437.46,4.33
O0003420,C04086,R0378,,2025-08-14,120.03,1433.13,0.00,323.89,38.83,1553.16,1.45
O0003421,C05036,R0382,,2024-12-21,107.14,1749.94,0.00,505.73,46.43,1857.08,3.74
O0003422,C07680,R0144,,2025-08-24,122.27,1504.02,0.00,302.31,40.66,1626.29,2.80
O0003423,C03649,R0985,,2025-10-28,114.88,6877.02,0.00,2069.98,174.80,6991.90,
O0003424,C09524,R0166,,2025-05-09,143.10,1673.56,0.00,453.53,45.42,1816.66,2.47
O0003425,C03201,R0456,,2025-03-03,105.50,5892.31,0.00,1243.28,149.95,5997.81,
O0003426,C06586,R0091,CP086,2025-06-26,73.94,1663.29,332.66,580.49,35.11,1404.57,3.93
O0003427,C08731,R0978,CP078,2025-10-29,90.19,7641.43,3820.71,2514.03,97.77,3910.91,
O0003428,C05646,R0372,,2025-08-24,137.79,2037.18,0.00,458.37,54.37,2174.97,1.95
O0003429,C06737,R0545,CP035,2025-06-26,67.79,2918.18,291.82,977.59,67.35,2694.15,2.61
O0003430,C07034,R0348,CP034,2025-05-26,75.11,3164.65,1582.32,996.86,41.44,1657.44,1.21
O0003431,C06596,R0875,,2025-08-13,128.74,3177.83,0.00,870.73,82.66,3306.57,1.38
O0003432,C09841,R0983,,2025-07-02,96.93,4044.10,0.00,1338.60,103.53,4141.03,3.13
O0003433,C07101,R0266,,2025-10-07,80.86,2875.95,0.00,727.62,73.92,2956.81,3.25
O0003434,C03585,R0346,CP064,2024-11-14,50.56,4756.79,2378.40,965.63,60.72,2428.95,1.06
O0003435,C07901,R0314,CP043,2025-07-21,112.84,1836.23,550.87,616.97,34.96,1398.20,2.56
O0003436,C01321,R0500,,2024-12-08,81.24,3000.76,0.00,942.24,77.05,3082.00,2.83
O0003437,C05682,R0617,,2025-09-02,112.20,6184.53,0.00,1645.08,157.42,6296.73,1.39
O0003438,C04512,R0563,,2024-11-26,144.49,2921.47,0.00,841.38,76.65,3065.96,3.51
O0003439,C07594,R0127,,2024-12-04,107.61,3715.57,0.00,824.86,95.58,3823.18,4.49
O0003440,C05471,R0177,,2024-11-09,86.83,605.63,0.00,205.31,17.31,692.46,3.82
O0003441,C07160,R0224,CP062,2024-11-04,39.26,2412.77,120.64,574.24,58.28,2331.39,4.99
O0003442,C08530,R0661,,2025-10-24,86.50,2244.12,0.00,733.83,58.27,2330.62,
O0003443,C03257,R0813,,2025-10-01,84.28,800.73,0.00,233.81,22.13,885.01,2.48
O0003444,C02409,R0452,,2025-10-04,69.89,3246.76,0.00,977.27,82.92,3316.65,4.64
O0003445,C03887,R0338,,2024-11-21,138.66,610.14,0.00,150.09,18.72,748.80,1.22
O0003446,C01476,R0525,,2025-03-09,55.20,690.24,0.00,239.51,18.64,745.44,1.14
O0003447,C08438,R0140,,2025-09-28,79.64,1662.76,0.00,465.57,43.56,1742.40,1.26
O0003448,C03100,R0698,,2024-12-05,101.45,3770.01,0.00,893.49,96.79,3871.46,2.04
O0003449,C05480,R0578,,2025-03-02,81.15,3399.04,0.00,1155.67,87.00,3480.19,
O0003450,C04661,R0267,CP028,2025-10-28,56.54,766.89,383.44,250.77,11.00,439.99,2.88
O0003451,C08016,R0451,CP041,2025-10-17,41.22,244.48,0.00,59.90,7.14,285.70,3.94
O0003452,C05329,R0416,,2025-03-19,132.62,4964.96,0.00,1375.29,127.44,5097.58,3.88
O0003453,C07822,R0037,,2025-01-18,139.47,6878.67,0.00,1437.64,175.45,7018.14,3.86
O0003454,C02077,R0656,,2025-08-16,135.43,1228.19,0.00,303.36,34.09,1363.62,2.21
O0003455,C09386,R0088,,2024-12-29,122.60,1492.38,0.00,423.84,40.37,1614.98,
O0003456,C01312,R0938,,2025-01-22,104.50,3600.11,0.00,846.03,92.62,3704.61,2.17
O0003457,C01340,R0370,CP019,2025-02-28,60.32,2132.82,426.56,744.35,44.16,1766.58,3.34
O0003458,C01501,R0393,,2025-09-23,105.03,480.18,0.00,155.10,14.63,585.21,1.52
O0003459,C08905,R0594,CP012,2024-11-26,135.41,5552.97,2776.48,1343.82,72.80,2911.90,1.65
O0003460,C02940,R0831,,2025-03-21,63.84,1663.73,0.00,449.21,43.19,1727.57,1.59
O0003461,C07017,R0343,,2025-07-01,138.83,1354.19,0.00,301.98,37.33,1493.02,2.51
O0003462,C02814,R0640,CP008,2025-10-20,107.88,1140.27,228.05,384.27,25.50,1020.10,3.91
O0003463,C08508,R0172,,2025-03-03,54.91,2344.08,0.00,499.29,59.97,2398.99,4.47
O0003464,C00023,R0942,,2025-06-15,61.74,4783.29,0.00,1554.57,121.13,4845.03,4.39
O0003465,C05202,R0189,,2025-10-18,118.61,2728.27,0.00,545.65,71.17,2846.88,
O0003466,C09196,R0756,,2025-09-18,123.97,1169.39,0.00,308.72,32.33,1293.36,3.41
O0003467,C00483,R0290,,2025-04-23,74.25,2130.37,0.00,651.89,55.12,2204.62,3.45
O0003468,C02720,R0704,,2025-05-04,113.59,1057.96,0.00,367.11,29.29,1171.55,3.65
O0003469,C04451,R0451,,2025-03-12,130.60,4187.82,0.00,1026.02,107.96,4318.42,4.41
O0003470,C06349,R0522,,2025-08-01,69.15,550.18,0.00,188.16,15.48,619.33,
O0003471,C04814,R0389,,2025-01-08,87.48,2874.67,0.00,937.14,74.05,2962.15,1.46
O0003472,C04246,R0472,,2025-02-21,59.58,4391.96,0.00,1001.37,111.29,4451.54,
O0003473,C06629,R0071,,2025-02-26,123.21,2665.17,0.00,898.16,69.71,2788.38,1.58
O0003474,C00454,R0600,CP091,2024-12-10,122.29,5583.99,1116.80,1920.89,114.74,4589.48,3.96
O0003475,C00308,R0791,,2025-09-08,112.80,2066.18,0.00,588.86,54.47,2178.98,3.61
O0003476,C05668,R0213,,2025-06-07,30.83,4522.82,0.00,1573.94,113.84,4553.65,3.54
O0003477,C05766,R0573,,2025-01-02,34.19,629.72,0.00,165.62,16.60,663.91,4.13
O0003478,C05916,R0576,,2025-10-16,86.16,671.21,0.00,220.83,18.93,757.37,3.47
O0003479,C04685,R0305,,2025-10-08,78.06,4578.74,0.00,952.38,116.42,4656.80,
O0003480,C02654,R0411,,2024-12-30,81.72,467.94,0.00,125.41,13.74,549.66,3.30
O0003481,C02300,R0705,,2025-01-03,57.59,2270.56,0.00,513.15,58.20,2328.15,
O0003482,C07294,R0638,,2025-04-11,39.37,1715.27,0.00,384.22,43.87,1754.64,
O0003483,C08149,R0239,CP044,2024-12-16,116.29,3588.39,538.26,893.51,79.16,3166.42,3.80
O0003484,C08342,R0886,,2025-05-26,87.28,2336.65,0.00,757.07,60.60,2423.93,3.33
O0003485,C05416,R0680,,2025-10-20,38.55,2193.17,0.00,486.88,55.79,2231.72,3.89
O0003486,C05406,R0688,,2025-06-29,148.18,3060.11,0.00,731.37,80.21,3208.29,1.42
O0003487,C02865,R0232,,2025-04-09,120.46,5620.22,0.00,1860.29,143.52,5740.68,3.42
O0003488,C04088,R0654,,2025-01-01,38.01,2354.49,0.00,680.45,59.81,2392.50,
O0003489,C03647,R0177,CP098,2025-06-07,101.46,4290.32,1072.58,1454.42,82.98,3319.20,
O0003490,C01959,R0740,,2025-06-03,144.63,2134.61,0.00,712.96,56.98,2279.24,1.96
O0003491,C09230,R0550,,2025-07-03,34.63,3683.00,0.00,1042.29,92.94,3717.63,
O0003492,C06924,R0693,,2025-05-02,137.25,3252.85,0.00,998.62,84.75,3390.10,
O0003493,C05638,R0847,,2025-07-30,135.73,1160.73,0.00,330.81,32.41,1296.46,4.84
O0003494,C04052,R0505,,2025-02-18,136.61,3907.77,0.00,801.09,101.11,4044.38,4.21
O0003495,C06131,R0216,CP035,2025-07-26,130.39,3225.77,322.58,1083.86,75.84,3033.58,4.06
O0003496,C09979,R0393,CP077,2025-09-26,97.04,2684.23,402.63,867.01,59.47,2378.64,1.20
O0003497,C06123,R0908,,2025-10-17,146.78,1035.65,0.00,208.17,29.56,1182.43,2.35
O0003498,C00724,R0962,,2025-02-05,124.56,5678.43,0.00,1334.43,145.07,5802.99,4.27
O0003499,C06208,R0260,,2024-12-15,92.22,4842.18,0.00,1423.60,123.36,4934.40,
O0003500,C06732,R0737,,2025-07-16,93.68,4382.52,0.00,1310.37,111.91,4476.20,2.47
O0003501,C03811,R0480,,2024-12-27,90.02,2112.52,0.00,578.83,55.06,2202.54,2.90
O0003502,C02477,R0563,,2025-10-20,106.80,2835.73,0.00,816.69,73.56,2942.53,3.98
O0003503,C03301,R0654,,2025-04-22,132.49,2320.54,0.00,670.64,61.33,2453.03,2.98
O0003504,C03953,R0887,,2024-12-08,123.42,786.96,0.00,180.21,22.76,910.38,1.05
O0003505,C03365,R0083,,2025-08-21,46.27,569.94,0.00,143.62,15.41,616.21,4.31
O0003506,C04909,R0911,,2024-11-16,129.85,1882.95,0.00,510.28,50.32,2012.80,
O0003507,C03661,R0179,,2024-12-23,92.90,4252.17,0.00,901.46,108.63,4345.07,1.11
O0003508,C05909,R0259,,2025-10-08,72.03,784.82,0.00,196.21,21.42,856.85,
O0003509,C03213,R0190,,2025-03-28,147.61,2792.52,0.00,698.13,73.50,2940.13,
O0003510,C01469,R0917,,2025-05-03,112.38,253.20,0.00,71.66,9.14,365.58,3.99
O0003511,C02714,R0837,,2025-03-28,127.87,1112.32,0.00,333.70,31.00,1240.19,3.11
O0003512,C04344,R0801,,2025-05-05,104.12,1829.29,0.00,503.05,48.34,1933.41,
O0003513,C05252,R0538,,2025-01-06,117.52,496.04,0.00,131.45,15.34,613.56,3.98
O0003514,C08543,R0253,,2025-08-25,128.66,5742.02,0.00,1567.57,146.77,5870.68,4.74
O0003515,C08025,R0003,,2024-11-08,45.28,7832.79,0.00,1762.38,196.95,7878.07,4.56
O0003516,C04059,R0822,,2025-06-16,92.62,3356.06,0.00,802.10,86.22,3448.68,4.31
O0003517,C04567,R0779,,2025-07-26,30.25,1412.09,0.00,290.89,36.06,1442.34,
O0003518,C08492,R0988,,2025-09-14,103.13,4129.93,0.00,1321.58,105.83,4233.06,1.95
O0003519,C03829,R0554,,2025-03-21,72.24,888.30,0.00,238.95,24.01,960.54,4.37
O0003520,C08867,R0080,,2025-10-28,75.75,1178.11,0.00,305.13,31.35,1253.86,1.94
O0003521,C09230,R0706,CP015,2025-04-21,126.46,2452.22,367.83,588.53,55.27,2210.85,3.42
O0003522,C01963,R0805,CP037,2025-06-16,91.14,443.49,110.87,141.03,10.59,423.76,3.86
O0003523,C07338,R0443,CP033,2025-06-11,97.05,437.05,21.85,107.95,12.81,512.25,4.45
O0003524,C09283,R0819,,2025-01-10,110.84,1355.38,0.00,414.75,36.66,1466.22,4.39
O0003525,C01675,R0543,,2025-04-23,149.16,5743.49,0.00,1303.77,147.32,5892.65,1.48
O0003526,C03473,R0841,,2025-10-14,107.56,2555.91,0.00,787.22,66.59,2663.47,2.49
O0003527,C08099,R0614,,2024-11-08,56.08,3428.23,0.00,798.78,87.11,3484.31,2.32
O0003528,C03156,R0505,CP060,2025-05-10,147.03,4465.88,1339.76,915.51,81.83,3273.15,2.17
O0003529,C09256,R0191,CP084,2025-07-19,78.13,3084.75,154.24,724.92,75.22,3008.64,4.73
O0003530,C08358,R0112,,2025-06-09,98.79,2188.89,0.00,678.56,57.19,2287.68,4.15
O0003531,C05781,R0091,,2025-03-14,37.84,2943.51,0.00,1027.28,74.53,2981.35,3.35
O0003532,C00135,R0347,,2025-10-10,94.28,2916.20,0.00,650.31,75.26,3010.48,1.87
O0003533,C04281,R0916,,2025-03-12,31.87,2187.24,0.00,463.69,55.48,2219.11,4.02
O0003534,C04210,R0006,CP002,2024-12-04,83.56,5184.99,1037.00,1399.95,105.79,4231.55,3.58
O0003535,C09908,R0740,,2025-10-11,40.82,2536.06,0.00,847.04,64.42,2576.88,
O0003536,C09445,R0003,CP082,2025-03-24,78.18,4119.17,1029.79,926.81,79.19,3167.56,
O0003537,C09193,R0926,CP099,2024-11-27,117.24,5522.08,1380.52,1877.51,106.47,4258.80,
O0003538,C08390,R0960,,2025-01-08,92.75,384.36,0.00,116.08,11.93,477.11,4.88
